pair_index,orig_id,anon_id,label,age_missing,age_diff,age_equal,education_missing,education_diff,education_equal,industry_missing,industry_diff,industry_equal,marital_status_missing,marital_status_diff,marital_status_equal,sex_missing,sex_diff,sex_equal,similarity_score
1872,1872,1872,0,0,7.0,0.0,0,6.0,0.0,0,45200.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
526,526,526,1,0,22.0,0.0,0,9.0,0.0,0,18111.0,0.0,0,6.0,0.0,0,1.0,0.0,0.0
173,173,173,1,0,20.0,0.0,0,13.0,0.0,0,64901.0,0.0,0,2.0,0.0,0,0.0,1.0,0.2
720,720,720,1,0,11.0,0.0,0,6.0,0.0,0,47593.0,0.0,0,0.0,1.0,0,0.0,1.0,0.4
414,414,414,1,0,20.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
237,237,237,1,0,23.0,0.0,0,0.0,1.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.2
1472,1472,1472,0,0,17.0,0.0,0,7.0,0.0,0,97000.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1335,1335,1335,0,0,21.0,0.0,0,9.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
1063,1063,1063,0,0,3.0,0.0,0,9.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
23,23,23,1,0,65.0,0.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,1.0,0.0,0.2
1766,1766,1766,0,0,22.0,0.0,0,8.0,0.0,0,85095.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
63,63,63,1,0,16.0,0.0,0,6.0,0.0,0,85210.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
289,289,289,1,0,21.0,0.0,0,12.0,0.0,1,1.0,0.0,0,1.0,0.0,0,2.0,0.0,0.0
