district,sector,month,strata,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year
11,2,5,112,PSU_RECODED_33,8,1,1,1,1,1,1,1,81,8,37,1,1,1,2,9,10,1,1,7116,41001,3, , ,251.5619632,1981
11,2,5,112,PSU_RECODED_33,8,1,1,1,2,1,2,2,80,9,38,1,1,1,2,9,10,1,1,9112,10733,3, , ,251.5619632,1980
11,2,5,112,PSU_RECODED_33,8,1,1,1,3,1,3,2,8,12,10,1,1,1,1,2,5, , , , , , , ,251.5619632,2008
11,2,5,112,PSU_RECODED_33,8,1,1,1,4,1,4,2,61,1,58,1,1,1,3,9,10,7,2, , , , , ,251.5619632,1961
11,1,9,111,PSU_RECODED_OTHER,4,1,1,1,1,1,1,1,60,9,59,1,4,3,2,9,13,1,1,8323,49222,5, , ,293.3216498,1960
11,1,9,111,PSU_RECODED_OTHER,4,1,1,1,2,1,2,2,59,10,59,1,4,3,2,9,5,7,2, , , , , ,293.3216498,1959
11,1,9,111,PSU_RECODED_OTHER,4,1,1,1,3,1,3,2,94,10,24,1,4,3,1,9,12,1,1,2330,85492,5, , ,293.3216498,1994
11,1,9,111,PSU_RECODED_OTHER,4,1,1,1,4,1,3,1,96,6,23,1,4,3,1,9,11,3,2, , , , , ,293.3216498,1996
11,1,2,111,PSU_RECODED_5,1,1,1,1,1,1,1,1,35,11,83,1,1,1,2,9,7,9,2, , , , , ,272.9040708,1935
11,1,2,111,PSU_RECODED_5,1,1,1,1,2,1,2,2,41,5,77,1,1,1,2,9,7,9,2, , , , , ,272.9040708,1941
11,1,2,111,PSU_RECODED_5,1,1,1,1,3,1,3,1,63,4,55,1,1,1,2,9,11,1,1,6113,1120,5, , ,272.9040708,1963
11,1,2,111,PSU_RECODED_5,1,1,1,1,4,1,5,2,69,10,49,1,1,1,2,9,13,7,2, , , , , ,272.9040708,1969
11,1,2,111,PSU_RECODED_5,1,1,1,1,5,1,5,2,2,2,17,1,1,1,1,2,10,8,2, , , , , ,272.9040708,2002
11,1,2,111,PSU_RECODED_5,5,1,1,1,1,1,1,1,63,6,55,1,1,4,2,9,13,1,1,7127,1420,5, , ,272.9040708,1963
11,1,2,111,PSU_RECODED_5,5,1,1,1,2,1,2,2,64,7,54,1,1,1,2,9,12,7,2, , , , , ,272.9040708,1964
11,1,2,111,PSU_RECODED_5,5,1,1,1,3,1,3,2,93,12,25,1,1,1,1,9,13,1,1,2411,55101,3, , ,272.9040708,1993
11,1,2,111,PSU_RECODED_5,5,1,1,1,4,1,3,1,97,3,21,1,1,1,1,4,13,8,2, , , , , ,272.9040708,1997
11,1,8,111,PSU_RECODED_41,1,1,1,1,1,1,1,1,48,9,70,1,1,1,2,9,13,4,2, , , , , ,292.8917089,1948
11,1,8,111,PSU_RECODED_41,1,1,1,1,2,1,2,2,56,2,63,1,1,1,2,9,11,7,2, , , , , ,292.8917089,1956
11,1,8,111,PSU_RECODED_41,1,1,1,1,3,1,3,2,83,7,36,1,1,1,2,9,15,1,1,2133,42905,2, , ,292.8917089,1983
11,1,8,111,PSU_RECODED_41,1,1,1,1,4,1,5,1,81,6,38,1,1,1,2,9,15,1,1,110,94200,3, , ,292.8917089,1981
11,1,8,111,PSU_RECODED_41,1,1,1,1,5,1,3,2,88,9,30,1,1,1,1,3,13,8,2, , , , , ,292.8917089,1988
11,1,8,111,PSU_RECODED_41,6,1,1,1,1,1,1,1,46,1,73,1,1,1,2,9,10,4,2, , , , , ,292.8917089,1946
11,1,8,111,PSU_RECODED_41,6,1,1,1,2,1,2,2,50,2,69,1,1,1,2,9,11,7,2, , , , , ,292.8917089,1950
11,1,8,111,PSU_RECODED_41,6,1,1,1,3,1,5,2,44,6,75,1,1,1,1,9,11,7,2, , , , , ,292.8917089,1944
11,1,8,111,PSU_RECODED_41,10,1,1,1,1,1,1,1,63,6,56,1,1,1,2,9,13,1,1,8322,84130,1, , ,292.8917089,1963
11,1,8,111,PSU_RECODED_41,10,1,1,1,2,1,2,2,64,4,55,1,1,1,2,9,13,7,2, , , , , ,292.8917089,1964
11,1,8,111,PSU_RECODED_41,10,1,1,1,3,1,3,1,97,7,22,1,1,1,1,9,13,3,2, , , , , ,292.8917089,1997
11,1,8,111,PSU_RECODED_41,10,1,1,1,4,1,3,1,3,8,16,1,1,1,1,2,10,8,2, , , , , ,292.8917089,2003
11,1,8,111,PSU_RECODED_41,10,1,1,1,5,1,5,1,87,9,31,1,1,1,1,9,15,1,1,4110,84220,1, , ,292.8917089,1987
11,1,8,111,PSU_RECODED_41,10,1,1,1,6,1,4,2,26,5,93,1,1,1,4,9,5,9,2, , , , , ,292.8917089,1926
11,2,5,112,PSU_RECODED_28,5,1,1,1,1,1,1,1,64,1,55,1,1,1,2,9,13,1,1,1212,52292,3, , ,321.9236552,1964
11,2,5,112,PSU_RECODED_28,5,1,1,1,2,1,2,2,70,7,48,1,1,1,2,9,11,1,1,6115,1291,5, , ,321.9236552,1970
11,2,5,112,PSU_RECODED_28,5,1,1,1,3,1,3,2,98,7,20,1,1,1,1,3,13,8,2, , , , , ,321.9236552,1998
11,2,5,112,PSU_RECODED_28,10,1,1,1,1,1,1,1,42,11,76,1,1,1,2,9,8,9,2, , , , , ,321.9236552,1942
11,2,5,112,PSU_RECODED_28,10,1,1,1,2,1,2,2,42,12,76,1,1,1,2,9,10,7,2, , , , , ,321.9236552,1942
11,2,5,112,PSU_RECODED_28,10,1,1,1,3,1,3,1,70,7,48,1,1,1,2,9,10,1,1,6115,1291,5, , ,321.9236552,1970
11,2,5,112,PSU_RECODED_28,10,1,1,1,4,1,5,2,80,8,38,1,1,1,2,9,12,1,1,5221,47592,5, , ,321.9236552,1980
11,2,5,112,PSU_RECODED_28,10,1,1,1,5,1,5,2,4,10,14,1,1,1,1,2,9, , , , , , , ,321.9236552,2004
11,2,5,112,PSU_RECODED_28,10,1,1,1,6,1,5,1,8,1,11,1,1,1,1,2,6, , , , , , , ,321.9236552,2008
11,2,5,112,PSU_RECODED_28,10,1,1,1,7,1,5,1,13,5,6,1,1,1,1,2,0, , , , , , , ,321.9236552,2013
11,2,9,112,PSU_RECODED_135,4,1,1,1,1,1,1,1,42,10,76,1,1,1,4,9,6,9,2, , , , , ,307.0278822,1942
11,2,9,112,PSU_RECODED_135,4,1,1,1,2,1,3,1,74,12,44,1,1,1,2,9,10,1,1,8332,56105,3, , ,307.0278822,1974
11,2,9,112,PSU_RECODED_135,4,1,1,1,3,1,5,2,75,7,44,1,1,1,2,9,10,1,1,9322,10715,3, , ,307.0278822,1975
11,2,9,112,PSU_RECODED_135,4,1,1,1,4,1,5,1,1,5,18,1,1,1,1,2,12,8,2, , , , , ,307.0278822,2001
11,2,9,112,PSU_RECODED_135,8,1,1,1,1,1,1,1,78,12,40,1,1,1,2,9,11,2,1,8323,49222,5, , ,307.0278822,1978
11,2,9,112,PSU_RECODED_135,8,1,1,1,2,1,2,2,79,12,39,1,1,1,2,9,11,7,2, , , , , ,307.0278822,1979
11,2,9,112,PSU_RECODED_135,8,1,1,1,3,1,3,1,1,12,17,1,1,1,1,2,12,8,2, , , , , ,307.0278822,2001
11,2,9,112,PSU_RECODED_135,8,1,1,1,4,1,3,1,7,10,11,1,1,1,1,2,6, , , , , , , ,307.0278822,2007
11,2,9,112,PSU_RECODED_135,8,1,1,1,5,1,4,1,50,6,69,1,1,1,2,9,10,9,2, , , , , ,307.0278822,1950
11,1,2,111,PSU_RECODED_72,8,1,1,1,1,1,1,2,47,2,72,1,4,3,2,9,2,1,1,5414,80101,3, , ,279.4892981,1947
11,2,9,112,PSU_RECODED_12,5,1,1,1,1,1,1,1,60,5,59,1,1,1,2,9,10,1,1,4110,84130,1, , ,311.3818514,1960
11,2,9,112,PSU_RECODED_12,5,1,1,1,2,1,2,2,64,7,55,1,1,1,2,9,10,7,2, , , , , ,311.3818514,1964
11,2,9,112,PSU_RECODED_12,5,1,1,1,3,1,3,1,89,2,30,1,1,1,2,9,12,1,1,3322,47529,3, , ,311.3818514,1989
11,2,9,112,PSU_RECODED_12,5,1,1,1,4,1,5,2,90,11,28,1,1,1,2,9,12,7,2, , , , , ,311.3818514,1990
11,2,9,112,PSU_RECODED_12,5,1,1,1,5,1,5,2,19,2,0,1,1,1,1, , , , , , , , , ,311.3818514,2019
11,2,9,112,PSU_RECODED_12,10,1,1,1,1,1,1,2,51,1,68,1,1,1,4,9,10,9,2, , , , , ,311.3818514,1951
11,2,9,112,PSU_RECODED_12,10,1,1,1,2,1,5,2,56,12,62,1,1,1,1,9,10,1,1,5414,80101,3, , ,311.3818514,1956
11,2,9,112,PSU_RECODED_12,10,1,1,1,3,1,5,1,92,4,27,1,1,1,2,9,12,1,1,1321,14101,5, , ,311.3818514,1992
11,2,9,112,PSU_RECODED_12,10,1,1,1,4,1,3,2,91,4,28,1,1,1,2,9,10,1,1,3123,14101,6, , ,311.3818514,1991
11,1,5,111,PSU_RECODED_162,2,1,1,1,1,1,1,1,87,11,31,1,1,4,1,9,15,1,1,2113,72103,3, , ,191.2092302,1987
11,1,5,111,PSU_RECODED_162,2,1,1,1,2,1,4,2,56,11,62,1,1,4,4,9,13,5,2, , , , , ,191.2092302,1956
11,1,5,111,PSU_RECODED_162,2,1,1,1,3,1,5,1,98,10,20,1,1,4,1,3,13,8,2, , , , , ,191.2092302,1998
11,1,5,111,PSU_RECODED_162,7,1,1,1,1,1,1,1,55,5,64,1,1,1,2,9,12,1,1,2411,27409,3, , ,191.2092302,1955
11,1,5,111,PSU_RECODED_162,7,1,1,1,2,1,2,2,57,6,61,1,1,1,2,9,12,7,2, , , , , ,191.2092302,1957
11,1,5,111,PSU_RECODED_162,7,1,1,1,3,1,3,2,93,10,25,1,1,1,1,9,15,1,1,3322,14101,3, , ,191.2092302,1993
11,1,5,111,PSU_RECODED_162,7,1,1,1,4,1,3,2,95,3,24,1,1,1,1,9,15,1,1,3322,47598,3, , ,191.2092302,1995
11,1,9,111,PSU_RECODED_33,1,1,1,1,1,1,1,1,42,3,77,1,1,1,4,9,10,4,2, , , , , ,274.4076745,1942
11,1,9,111,PSU_RECODED_33,1,1,1,1,2,1,3,2,74,10,44,1,1,1,2,9,12,1,1,2342,85101,3, , ,274.4076745,1974
11,1,9,111,PSU_RECODED_33,1,1,1,1,3,2,5,1,70,1,49,1,1,1,2,9,14, , , , , ,2,1,274.4076745,1970
11,1,9,111,PSU_RECODED_33,1,1,1,1,4,1,5,2,3,9,16,1,1,1,1,2,10,8,2, , , , , ,274.4076745,2003
11,1,9,111,PSU_RECODED_33,5,1,1,1,1,1,1,1,75,8,44,1,1,1,2,9,13,1,1,1321,14101,5, , ,274.4076745,1975
11,1,9,111,PSU_RECODED_33,5,1,1,1,2,1,2,2,78,4,41,1,1,1,2,9,13,1,1,7531,14101,6, , ,274.4076745,1978
11,1,9,111,PSU_RECODED_33,5,1,1,1,3,1,3,2,2,12,16,1,1,1,1,2,11,8,2, , , , , ,274.4076745,2002
11,1,9,111,PSU_RECODED_33,5,1,1,1,4,1,3,1,7,4,12,1,1,1,1,2,6, , , , , , , ,274.4076745,2007
11,1,9,111,PSU_RECODED_33,10,1,1,1,1,1,1,1,50,11,68,1,1,1,2,9,15,1,1,2230,86201,5, , ,274.4076745,1950
11,1,9,111,PSU_RECODED_33,10,1,1,1,2,1,2,2,54,11,64,1,1,1,2,9,13,4,2, , , , , ,274.4076745,1954
11,1,9,111,PSU_RECODED_33,10,1,1,1,3,1,3,2,90,7,29,1,1,1,2,9,14,1,1,4223,66290,2, , ,274.4076745,1990
11,1,9,111,PSU_RECODED_33,10,1,1,1,4,1,5,1,90,5,29,1,1,1,2,9,13,1,1,1323,41003,3, , ,274.4076745,1990
11,2,9,112,PSU_RECODED_48,6,1,1,1,1,1,1,1,71,8,48,1,1,1,2,9,11,1,1,7116,41003,3, , ,373.9738114,1971
11,2,9,112,PSU_RECODED_48,6,1,1,1,2,1,2,2,63,5,56,1,1,1,2,9,10,7,2, , , , , ,373.9738114,1963
11,2,9,112,PSU_RECODED_48,6,1,1,1,3,1,3,2,92,2,27,1,1,1,1,9,13,1,1,3313,47595,3, , ,373.9738114,1992
11,2,9,112,PSU_RECODED_48,6,1,1,1,4,1,3,1,97,7,22,1,1,1,1,9,11,1,1,5141,96022,3, , ,373.9738114,1997
11,2,9,112,PSU_RECODED_48,6,1,1,1,5,2,3,2,88,11,30,1,1,1,1,9,15, , , , , ,2,2,373.9738114,1988
11,1,5,111,PSU_RECODED_151,5,1,1,1,1,1,1,1,70,3,49,1,1,1,2,9,13,1,1,5221,47591,5, , ,305.5749659,1970
11,1,5,111,PSU_RECODED_151,5,1,1,1,2,1,2,2,73,5,46,1,1,1,2,9,13,7,2, , , , , ,305.5749659,1973
11,1,5,111,PSU_RECODED_151,5,1,1,1,3,1,3,2,97,5,22,1,1,1,1,4,13,8,2, , , , , ,305.5749659,1997
11,1,5,111,PSU_RECODED_151,5,1,1,1,4,1,3,1,1,12,17,1,1,1,1,2,11,8,2, , , , , ,305.5749659,2001
11,1,5,111,PSU_RECODED_151,5,1,1,1,5,1,3,1,6,11,12,1,1,1,1,2,5, , , , , , , ,305.5749659,2006
11,1,5,111,PSU_RECODED_151,5,1,1,1,6,1,4,2,33,10,85,1,1,1,3,9,7,9,2, , , , , ,305.5749659,1933
11,1,9,111,PSU_RECODED_OTHER,5,1,1,1,1,1,1,1,76,11,42,1,1,1,2,9,10,1,1,7412,85213,3, , ,372.6523975,1976
11,1,9,111,PSU_RECODED_OTHER,5,1,1,1,2,1,2,2,85,3,34,1,1,1,2,9,13,7,2, , , , , ,372.6523975,1985
11,1,9,111,PSU_RECODED_OTHER,5,1,1,1,3,1,3,2,4,12,14,1,1,1,1,2,9, , , , , , , ,372.6523975,2004
11,1,9,111,PSU_RECODED_OTHER,5,1,1,1,4,1,3,2,17,8,2,1,1,1,1, , , , , , , , , ,372.6523975,2017
