district,sector,month,strata,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,finalweight,B_year
11,1,4,111,111032,10,1,1,1,3,Yes,Son/Daughter,Female,15,6,3,1,Sri Lankan Tamil,Hindu,Never Married,Pre School,Passed Grade 10,Engaged in economic activity,No,226.7406137,2015
11,1,3,111,111033,7,1,1,1,1,Yes,Head of the household,Male,62,12,56,1,Sinhala,Other Christian,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,212.828732,1962
11,1,3,111,111033,7,1,1,1,2,Yes,Wife/Husband,Female,66,6,52,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,212.828732,1966
11,1,3,111,111033,7,1,1,1,3,Yes,Son/Daughter,Female,95,5,23,1,Sinhala,Roman Catholic,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,212.828732,1995
11,1,3,111,111033,7,1,1,1,4,Yes,Son/Daughter,Female,99,12,19,1,Sinhala,Roman Catholic,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,212.828732,1999
11,1,3,111,111033,7,1,1,1,5,Yes,Son/Daughter,Female,3,8,15,1,Sinhala,Roman Catholic,Never Married,School,Passed Grade 10,Too old / Disabled,No,212.828732,2003
11,2,4,112,111034,1,1,1,1,1,Yes,Head of the household,Male,73,4,46,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,240.081953,1973
11,2,4,112,111034,1,1,1,1,2,Yes,Wife/Husband,Female,76,3,43,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,240.081953,1976
11,2,4,112,111034,1,1,1,1,3,Yes,Son/Daughter,Male,14,4,5,1,Sinhala,Buddhist,Never Married,Pre School,No Schooling,Engaged in economic activity,No,240.081953,2014
11,2,4,112,111034,5,1,1,1,1,Yes,Head of the household,Female,47,8,71,1,Sinhala,Buddhist,Widowed,Does not attend,Passed G.C.E (O/L) or equivalent,"Retired (Private, no pension)",No,240.081953,1947
11,2,4,112,111034,5,1,1,1,2,Yes,Son/Daughter,Male,75,11,43,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,240.081953,1975
11,1,4,111,111035,4,1,1,1,1,Yes,Head of the household,Male,71,12,47,1,Sri Lankan Tamil,Hindu,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,306.7169652,1971
11,1,4,111,111035,4,1,1,1,2,Yes,Wife/Husband,Female,85,3,34,1,Sri Lankan Tamil,Hindu,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,306.7169652,1985
11,1,4,111,111035,4,1,1,1,3,Yes,Son/Daughter,Female,8,6,10,1,Sri Lankan Tamil,Hindu,Never Married,School,Passed Grade 5,Engaged in economic activity,No,306.7169652,2008
11,1,4,111,111035,4,1,1,1,4,Yes,Son/Daughter,Female,11,11,7,1,Sri Lankan Tamil,Hindu,Never Married,School,Passed Grade 2,Engaged in economic activity,No,306.7169652,2011
11,1,4,111,111035,9,1,1,1,1,Yes,Head of the household,Male,86,4,33,1,Sri Lankan Tamil,Hindu,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,306.7169652,1986
11,1,4,111,111035,9,1,1,1,2,Yes,Wife/Husband,Female,91,10,27,1,Sri Lankan Tamil,Hindu,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,306.7169652,1991
11,1,4,111,111035,9,1,1,1,3,Yes,Son/Daughter,Male,15,3,4,1,Sri Lankan Tamil,Hindu,Never Married,Pre School,Passed Grade 10,Engaged in economic activity,No,306.7169652,2015
11,1,4,111,111035,9,1,1,1,4,Yes,Parent of head/spouse,Male,59,4,60,1,Sri Lankan Tamil,Hindu,Currently Married (Registered),Does not attend,Passed Grade 8,Received pension payments,No,306.7169652,1959
11,1,4,111,111035,9,1,1,1,5,Yes,Parent of head/spouse,Female,63,10,55,1,Sri Lankan Tamil,Hindu,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,306.7169652,1963
11,1,4,111,111036,3,1,1,1,1,Yes,Head of the household,Female,59,7,59,1,Sinhala,Buddhist,Widowed,Does not attend,Passed Grade 8,Engaged in economic activity,Yes,349.4790551,1959
11,1,4,111,111036,3,1,1,1,2,Yes,Son/Daughter,Male,79,1,40,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,349.4790551,1979
11,1,4,111,111036,3,1,1,1,3,Yes,Other Relative,Male,69,2,50,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 6,Engaged in economic activity,No,349.4790551,1969
11,1,4,111,111036,3,1,1,1,4,Yes,Other Relative,Male,71,3,48,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 5,Engaged in economic activity,No,349.4790551,1971
11,1,4,111,111036,3,1,1,1,5,Yes,Other Relative,Female,24,4,95,1,Sinhala,Buddhist,Widowed,Does not attend,Passed Grade 2,Other,No,349.4790551,1924
11,1,4,111,111036,8,1,1,1,1,Yes,Head of the household,Male,58,2,61,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Post Graduate Degree/Diploma,Retired (Government pension),Yes,349.4790551,1958
11,1,4,111,111036,8,1,1,1,2,Yes,Wife/Husband,Female,57,4,62,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,349.4790551,1957
11,1,4,111,111036,8,1,1,1,3,Yes,Other Relative,Female,96,1,23,1,Sinhala,Buddhist,Never Married,University,Passed G.C.E (A/L) or equivalent,Too old / Disabled,No,349.4790551,1996
11,1,4,111,111037,5,1,1,1,1,Yes,Head of the household,Male,75,9,43,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,302.708409,1975
11,1,4,111,111037,5,1,1,1,2,Yes,Wife/Husband,Female,77,7,41,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,302.708409,1977
11,1,4,111,111037,5,1,1,1,3,Yes,Son/Daughter,Male,6,1,13,1,Sinhala,Buddhist,Never Married,School,Passed Grade 8,Engaged in economic activity,No,302.708409,2006
11,1,4,111,111037,5,1,1,1,4,Yes,Son/Daughter,Male,12,1,7,1,Sinhala,Buddhist,Never Married,School,Passed Grade 2,Engaged in economic activity,No,302.708409,2012
11,1,4,111,111037,9,1,1,1,1,Yes,Head of the household,Female,42,5,76,1,Sinhala,Buddhist,Widowed,Does not attend,Passed Grade 5,Other,No,302.708409,1942
11,1,4,111,111037,9,1,1,1,2,Yes,Other Relative,Male,84,6,34,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,302.708409,1984
11,1,4,111,111037,9,1,1,1,3,Yes,Other Relative,Male,87,4,32,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,302.708409,1987
11,1,4,111,111038,3,1,1,1,1,Yes,Head of the household,Female,60,5,58,1,Sinhala,Other Christian,Widowed,Does not attend,Passed G.C.E (A/L) or equivalent,"Retired (Private, no pension)",No,379.0407243,1960
11,1,4,111,111038,3,1,1,1,2,Yes,Son/Daughter,Female,90,3,29,1,Sinhala,Other Christian,Never Married,Does not attend,Passed Degree,Engaged in economic activity,Yes,379.0407243,1990
11,1,4,111,111038,3,1,1,1,3,Yes,Son/Daughter,Female,93,12,25,1,Sinhala,Other Christian,Never Married,Does not attend,Passed Degree,Engaged in economic activity,Yes,379.0407243,1993
11,1,4,111,111038,3,1,1,1,4,Yes,Parent of head/spouse,Female,38,3,81,1,Sinhala,Roman Catholic,Widowed,Does not attend,Passed Grade 10,Other,No,379.0407243,1938
11,2,4,112,111039,1,1,1,1,1,Yes,Head of the household,Female,56,12,62,1,Sinhala,Buddhist,Never Married,Does not attend,No Schooling,Other,No,301.5425941,1956
11,2,4,112,111039,5,1,1,1,1,Yes,Head of the household,Male,59,9,59,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 8,Other,No,301.5425941,1959
11,2,4,112,111039,5,1,1,1,2,Yes,Wife/Husband,Female,62,2,57,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 3,Engaged in economic activity,Yes,301.5425941,1962
11,2,4,112,111039,5,1,1,1,3,Yes,Son/Daughter,Male,87,8,31,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,301.5425941,1987
11,2,4,112,111039,5,1,1,1,4,Yes,Other Relative,Female,85,3,34,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,301.5425941,1985
11,2,4,112,111039,5,1,1,1,5,Yes,Other Relative,Female,12,8,6,1,Sinhala,Buddhist,Never Married,School,Passed Grade 1,Engaged in economic activity,No,301.5425941,2012
11,2,4,112,111039,5,1,1,1,6,Yes,Other Relative,Male,16,3,3,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,No,301.5425941,2016
11,2,4,112,111039,5,1,1,1,7,Now,Son/Daughter,Male,83,3,36,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,No,301.5425941,1983
11,1,4,111,111040,1,1,1,1,1,Yes,Head of the household,Male,80,12,38,1,Sinhala,Other Christian,Currently Married (Registered),Does not attend,Passed Grade 4,Engaged in economic activity,Yes,303.9446117,1980
11,1,4,111,111040,1,1,1,1,2,Yes,Wife/Husband,Female,85,3,34,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 9,Student,No,303.9446117,1985
11,1,4,111,111040,1,1,1,1,3,Yes,Son/Daughter,Male,1,11,17,1,Sinhala,Other Christian,Never Married,School,Passed G.C.E (O/L) or equivalent,Too old / Disabled,No,303.9446117,2001
11,1,4,111,111040,1,1,1,1,4,Now,Son/Daughter,Male,9,4,10,1,Sinhala,Other Christian,Never Married,School,Passed Grade 3,Engaged in economic activity,No,303.9446117,2009
11,1,4,111,111040,1,1,1,1,5,Yes,Son/Daughter,Female,15,2,4,1,Sinhala,Other Christian,Never Married,Pre School,Passed Grade 10,Engaged in economic activity,No,303.9446117,2015
11,1,4,111,111040,5,1,1,1,1,Yes,Head of the household,Male,55,1,64,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 1,Engaged in economic activity,Yes,303.9446117,1955
11,1,4,111,111040,5,1,1,1,2,Yes,Wife/Husband,Female,57,12,61,1,Sinhala,Other Christian,Currently Married (Registered),Does not attend,Passed Grade 7,Student,No,303.9446117,1957
11,1,4,111,111040,5,1,1,1,3,Yes,Other Relative,Male,81,3,38,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,303.9446117,1981
11,1,4,111,111040,5,1,1,1,4,Yes,Son/Daughter,Female,79,7,39,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,303.9446117,1979
11,1,4,111,111040,5,1,1,1,5,Yes,Son/Daughter,Male,91,12,27,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,303.9446117,1991
11,1,4,111,111040,5,1,1,1,6,Yes,Other Relative,Female,93,9,25,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,303.9446117,1993
11,1,4,111,111040,5,1,1,1,7,Yes,Other Relative,Male,0,12,18,1,Sinhala,Buddhist,Never Married,School,Passed Grade 12,Too old / Disabled,No,303.9446117,2000
11,1,4,111,111040,5,1,1,1,8,Yes,Other Relative,Male,11,6,7,1,Sinhala,Buddhist,Never Married,School,Passed Grade 2,Engaged in economic activity,No,303.9446117,2011
11,1,4,111,111041,2,1,1,1,1,Yes,Head of the household,Male,57,4,62,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,303.9446117,1957
11,1,4,111,111041,2,1,1,1,2,Yes,Wife/Husband,Female,62,5,56,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,Passed Degree,Engaged in economic activity,Yes,303.9446117,1962
11,1,4,111,111041,2,1,1,1,3,Yes,Son/Daughter,Female,90,6,28,1,Sinhala,Roman Catholic,Never Married,University,Passed Post Graduate Degree/Diploma,Seeking work,No,303.9446117,1990
11,1,4,111,111041,2,1,1,1,4,Yes,Son/Daughter,Female,92,12,26,1,Sinhala,Roman Catholic,Never Married,Does not attend,Passed Degree,Engaged in economic activity,Yes,303.9446117,1992
11,1,4,111,111041,2,1,1,1,5,Yes,Domestic Servant/Driver/Watcher,Female,83,4,36,1,Sri Lankan Tamil,Hindu,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,303.9446117,1983
11,1,4,111,111041,2,1,1,1,6,Now,Son/Daughter,Female,99,4,20,1,Sinhala,Roman Catholic,Never Married,University,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,No,303.9446117,1999
11,1,4,111,111041,6,1,1,1,1,Yes,Head of the household,Male,69,12,49,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,303.9446117,1969
11,1,4,111,111041,6,1,1,1,2,Yes,Wife/Husband,Female,70,6,48,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,303.9446117,1970
11,1,4,111,111041,6,1,1,1,3,Yes,Son/Daughter,Female,95,12,23,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,303.9446117,1995
11,1,4,111,111041,6,1,1,1,4,Yes,Son/Daughter,Male,5,9,13,1,Sinhala,Buddhist,Never Married,School,Passed Grade 8,Engaged in economic activity,No,303.9446117,2005
11,1,4,111,111041,6,1,1,1,5,Yes,Other Relative,Female,44,11,74,1,Sinhala,Buddhist,Widowed,Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,303.9446117,1944
11,1,4,111,111042,1,1,1,1,1,Yes,Head of the household,Male,62,10,56,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Degree,Engaged in economic activity,Yes,347.2243515,1962
11,1,4,111,111042,1,1,1,1,2,Yes,Wife/Husband,Female,62,6,56,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,347.2243515,1962
11,1,4,111,111042,1,1,1,1,3,Yes,Son/Daughter,Female,86,12,32,1,Sinhala,Buddhist,Never Married,Other educational institution,Passed Degree,Engaged in economic activity,Yes,347.2243515,1986
11,1,4,111,111042,1,1,1,1,4,Yes,Domestic Servant/Driver/Watcher,Male,74,3,45,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,347.2243515,1974
11,1,4,111,111042,10,1,1,1,1,Yes,Head of the household,Male,87,8,31,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,347.2243515,1987
11,1,4,111,111042,10,1,1,1,2,Yes,Wife/Husband,Female,85,10,33,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,347.2243515,1985
11,1,4,111,111042,10,1,1,1,3,Yes,Son/Daughter,Male,13,7,5,1,Sinhala,Buddhist,Never Married,School,Passed Grade 1,Engaged in economic activity,No,347.2243515,2013
11,1,5,111,111043,6,1,1,1,1,Yes,Head of the household,Male,61,8,57,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,"Retired (Private, no pension)",No,392.42579,1961
11,1,5,111,111043,6,1,1,1,2,Yes,Wife/Husband,Female,53,10,65,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,392.42579,1953
11,1,5,111,111043,6,1,1,1,3,Yes,Son/Daughter,Male,79,5,40,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,392.42579,1979
11,1,5,111,111043,6,1,1,1,4,Yes,Other Relative,Female,83,11,35,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Degree,Engaged in economic activity,Yes,392.42579,1983
11,1,5,111,111043,6,1,1,1,5,Yes,Other Relative,Female,17,10,1,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,No,392.42579,2017
11,1,4,111,111044,1,1,1,1,1,Yes,Head of the household,Male,62,12,56,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,315.1831121,1962
11,1,4,111,111044,1,1,1,1,2,Yes,Wife/Husband,Female,65,7,53,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,315.1831121,1965
11,1,4,111,111044,1,1,1,1,3,Yes,Son/Daughter,Female,96,7,22,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Too old / Disabled,No,315.1831121,1996
11,1,4,111,111044,1,1,1,1,4,Yes,Son/Daughter,Female,1,8,17,1,Sinhala,Buddhist,Never Married,School,Passed G.C.E (O/L) or equivalent,Too old / Disabled,No,315.1831121,2001
11,1,4,111,111044,5,1,1,1,1,Yes,Head of the household,Male,58,12,60,1,Sinhala,Roman Catholic,Currently Married (Registered),Does not attend,Passed Degree,Student,No,315.1831121,1958
11,1,4,111,111044,5,1,1,1,2,Yes,Wife/Husband,Female,64,8,54,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Degree,Student,No,315.1831121,1964
11,1,4,111,111044,5,1,1,1,3,Now,Son/Daughter,Male,87,10,31,1,Sinhala,Roman Catholic,Never Married,Does not attend,Passed Degree,Engaged in economic activity,No,315.1831121,1987
11,1,4,111,111044,5,1,1,1,4,Yes,Son/Daughter,Female,91,4,28,1,Sinhala,Roman Catholic,Never Married,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,315.1831121,1991
11,1,4,111,111044,5,1,1,1,5,Yes,Other Relative,Male,3,4,16,1,Sinhala,Buddhist,Never Married,Pending G.C.E.(O/L or A/L),Passed G.C.E (O/L) or equivalent,Too old / Disabled,No,315.1831121,2003
11,1,1,111,111045,1,1,1,1,1,Yes,Head of the household,Male,76,3,42,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Degree,Engaged in economic activity,Yes,361.6920328,1976
11,1,1,111,111045,1,1,1,1,2,Yes,Wife/Husband,Female,77,7,41,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,361.6920328,1977
11,1,1,111,111045,1,1,1,1,3,Yes,Son/Daughter,Male,17,11,1,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,No,361.6920328,2017
11,1,1,111,111045,7,1,1,1,1,Yes,Head of the household,Male,75,12,43,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,361.6920328,1975
11,1,1,111,111045,7,1,1,1,2,Yes,Wife/Husband,Female,76,5,42,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Student,No,361.6920328,1976
11,1,1,111,111045,7,1,1,1,3,Yes,Son/Daughter,Male,1,8,17,1,Sinhala,Buddhist,Never Married,School,Passed G.C.E (O/L) or equivalent,Too old / Disabled,No,361.6920328,2001
11,1,1,111,111045,7,1,1,1,4,Yes,Son/Daughter,Male,8,10,10,1,Sinhala,Buddhist,Never Married,School,Passed Grade 5,Engaged in economic activity,No,361.6920328,2008
11,2,5,112,111046,1,1,1,1,1,Yes,Head of the household,Male,68,5,51,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Other,No,316.0053057,1968
11,2,5,112,111046,1,1,1,1,2,Yes,Wife/Husband,Female,73,11,45,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,316.0053057,1973
11,2,5,112,111046,1,1,1,1,3,Yes,Son/Daughter,Male,2,10,16,1,Sinhala,Buddhist,Never Married,School,Passed G.C.E (O/L) or equivalent,Too old / Disabled,No,316.0053057,2002
11,2,5,112,111046,1,1,1,1,4,Yes,Son/Daughter,Male,6,11,12,1,Sinhala,Buddhist,Never Married,School,Passed Grade 7,Engaged in economic activity,No,316.0053057,2006
11,2,5,112,111046,1,1,1,1,5,Yes,Son/Daughter,Male,10,9,8,1,Sinhala,Buddhist,Never Married,School,Passed Grade 3,Engaged in economic activity,No,316.0053057,2010
11,2,5,112,111046,6,1,1,1,1,Yes,Head of the household,Male,53,9,65,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,316.0053057,1953
11,2,5,112,111046,6,1,1,1,2,Yes,Wife/Husband,Female,65,6,53,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,316.0053057,1965
11,2,5,112,111046,6,1,1,1,3,Yes,Son/Daughter,Male,87,3,32,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,316.0053057,1987
11,2,5,112,111046,6,1,1,1,4,Yes,Other Relative,Female,87,11,31,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 12,Student,No,316.0053057,1987
11,2,5,112,111046,6,1,1,1,5,Yes,Other Relative,Female,19,5,0,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,No,316.0053057,2019
11,2,5,112,111047,1,1,1,1,1,Yes,Head of the household,Male,52,2,67,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 5,Engaged in economic activity,Yes,259.1374087,1952
11,2,5,112,111047,1,1,1,1,2,Yes,Wife/Husband,Female,51,2,68,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 12,Student,No,259.1374087,1951
11,2,5,112,111047,1,1,1,1,3,Yes,Son/Daughter,Female,78,12,40,1,Sinhala,Buddhist,Divorced,Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,259.1374087,1978
11,2,5,112,111047,6,1,1,1,1,Yes,Head of the household,Male,79,8,39,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,No Schooling,Engaged in economic activity,Yes,259.1374087,1979
11,2,5,112,111047,6,1,1,1,2,Yes,Wife/Husband,Female,78,6,40,1,Sri Lankan Moors/Muslim,Islam,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,259.1374087,1978
11,2,5,112,111047,6,1,1,1,3,Yes,Son/Daughter,Male,2,5,17,1,Sri Lankan Moors/Muslim,Islam,Never Married,Does not attend,Passed Grade 10,Engaged in economic activity,Yes,259.1374087,2002
11,2,5,112,111047,6,1,1,1,4,Yes,Son/Daughter,Female,8,10,10,1,Sri Lankan Moors/Muslim,Islam,Never Married,School,Passed Grade 5,Engaged in economic activity,No,259.1374087,2008
11,2,5,112,111047,6,1,1,1,5,Yes,Other Relative,Female,8,10,10,1,Sri Lankan Moors/Muslim,Islam,Never Married,School,Passed Grade 5,Engaged in economic activity,No,259.1374087,2008
11,2,1,112,111048,1,1,1,1,1,Yes,Head of the household,Male,71,8,47,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,293.2803651,1971
11,2,1,112,111048,1,1,1,1,2,Yes,Wife/Husband,Female,72,1,47,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (O/L) or equivalent,Student,No,293.2803651,1972
11,2,1,112,111048,1,1,1,1,3,Yes,Son/Daughter,Female,3,9,15,1,Sinhala,Buddhist,Never Married,School,Passed Grade 10,Too old / Disabled,No,293.2803651,2003
11,2,1,112,111048,1,1,1,1,4,Yes,Son/Daughter,Male,5,2,13,1,Sinhala,Buddhist,Never Married,School,Passed Grade 8,Engaged in economic activity,No,293.2803651,2005
11,2,1,112,111048,1,1,1,1,5,Yes,Son/Daughter,Male,8,5,10,1,Sinhala,Buddhist,Never Married,School,Passed Grade 5,Engaged in economic activity,No,293.2803651,2008
11,2,1,112,111048,5,1,1,1,1,Yes,Head of the household,Male,75,10,43,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,293.2803651,1975
11,2,1,112,111048,5,1,1,1,2,Yes,Wife/Husband,Female,77,8,41,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,293.2803651,1977
11,2,1,112,111048,5,1,1,1,3,Yes,Son/Daughter,Female,98,2,20,1,Sinhala,Buddhist,Never Married,Does not attend,Passed Grade 12,Too old / Disabled,No,293.2803651,1998
11,2,1,112,111048,5,1,1,1,4,Yes,Son/Daughter,Female,7,4,11,1,Sinhala,Buddhist,Never Married,School,Passed Grade 6,Engaged in economic activity,No,293.2803651,2007
11,2,1,112,111048,10,1,1,1,1,Yes,Head of the household,Male,82,2,36,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Engaged in economic activity,Yes,293.2803651,1982
11,2,1,112,111048,10,1,1,1,2,Yes,Wife/Husband,Female,90,1,29,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,293.2803651,1990
11,2,1,112,111048,10,1,1,1,3,Yes,Son/Daughter,Female,11,9,7,1,Sinhala,Buddhist,Never Married,School,Passed Grade 2,Engaged in economic activity,No,293.2803651,2011
11,1,5,111,111049,1,1,1,1,1,Yes,Head of the household,Male,50,9,68,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Post Graduate Degree/Diploma,Engaged in economic activity,Yes,395.2777216,1950
11,1,5,111,111049,1,1,1,1,2,Yes,Wife/Husband,Female,75,2,44,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed G.C.E (A/L) or equivalent,Student,No,395.2777216,1975
11,1,5,111,111049,7,1,1,1,1,Yes,Head of the household,Male,63,12,55,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Other,No,395.2777216,1963
11,1,5,111,111049,7,1,1,1,2,Yes,Wife/Husband,Female,64,1,55,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 6,Engaged in economic activity,Yes,395.2777216,1964
11,1,1,111,111050,2,1,1,1,1,Yes,Head of the household,Male,63,12,55,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Other,No,244.2228303,1963
11,1,1,111,111050,2,1,1,1,2,Yes,Wife/Husband,Female,67,8,51,1,Sinhala,Buddhist,Currently Married (Registered),Does not attend,Passed Grade 10,Engaged in economic activity,Yes,244.2228303,1967
11,1,1,111,111050,2,1,1,1,3,Yes,Son/Daughter,Male,95,5,23,1,Sinhala,Buddhist,Never Married,Does not attend,Passed G.C.E (O/L) or equivalent,Engaged in economic activity,Yes,244.2228303,1995
