district,sector,month,psu,snumber,hhno,nhh,result,person_serial_no,r2_school_education,type_of_school,grade_this_year,grade_last_year,distance,transport_medium,time_to_school,noschooling_reason,reason_leave_school,when_stop_schooling
62,1-2,7,PSU_RECODED_63,Grade 8,*,1,Walking,3,School too far away,_missing_,10,9,20,6,45, , , 
62,1-2,7,PSU_RECODED_63,Grade 8,*,1,Walking,4,School too far away,_missing_,8,7,20,6,45, , , 
62,1-2,8,PSU_RECODED_662,Grade 2,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,6,2011
62,1-2,8,PSU_RECODED_662,Grade 2,*,1,Walking,5,School too far away,_missing_,9,8,0,1,30, , , 
62,1-2,8,PSU_RECODED_662,Grade 2,*,1,Walking,6,School too far away,_missing_,7,6,0,1,30, , , 
62,1-2,8,PSU_RECODED_666,Grade 6,*,1,Walking,4,School too far away,_missing_,10,9,1,3,10, , , 
62,1-2,8,PSU_RECODED_666,Grade 6,*,1,Walking,5,School too far away,_missing_,4,3,3,3,15, , , 
62,1-2,8,PSU_RECODED_666,Grade 6,*,1,Walking,6,School too far away,_missing_,7,6,1,3,10, , , 
62,1-2,9,PSU_RECODED_OTHER,Grade 9,*,1,Walking,2,School too far away,_missing_,11,10,3,2,15, , , 
62,1-2,9,PSU_RECODED_OTHER,Grade 9,*,1,Walking,3,School too far away,_missing_,8,7,3,2,15, , , 
62,1-2,11,PSU_RECODED_OTHER,Grade 5,*,1,Walking,3,School too far away,_missing_,3,2,0,3,15, , , 
62,1-2,11,PSU_RECODED_OTHER,Grade 10,*,1,Walking,2,School too far away,_missing_,4,3,2,3,10, , , 
62,1-2,12,PSU_RECODED_469,Grade 4,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,99,2016
62,1-2,12,PSU_RECODED_469,Grade 9,*,1,Walking,5,School too far away,_missing_,5,4,12,6,30, , , 
71,1-2,1,PSU_RECODED_OTHER,Grade 2,*,1,Walking,3,School too far away,_missing_,10,9,7,5,20, , , 
71,1-2,1,PSU_RECODED_OTHER,Grade 2,*,1,Walking,4,School too far away,_missing_,8,7,7,2,20, , , 
71,1-2,2,PSU_RECODED_849,Grade 1,*,1,Walking,3,School too far away,_missing_,13,12,31,6,40, , , 
71,1-2,2,PSU_RECODED_849,Grade 1,*,1,Walking,4,School too far away,_missing_,6,5,31,6,40, , , 
71,1-2,2,PSU_RECODED_OTHER,Grade 3,*,1,Walking,3,School too far away,_missing_,12,11,4,2,30, , , 
71,1-2,2,PSU_RECODED_OTHER,Grade 3,*,1,Walking,4,School too far away,_missing_,9,8,4,2,30, , , 
71,1-2,2,PSU_RECODED_OTHER,Grade 3,*,1,Walking,5,School too far away,_missing_,3,2,1,3,5, , , 
71,1-2,1,PSU_RECODED_361,Grade 7,*,1,Walking,4,School too far away,_missing_,9,8,25,6,45, , , 
71,1-2,1,PSU_RECODED_361,Grade 7,*,1,Walking,5,School too far away,_missing_,4,3,5,2,10, , , 
71,1,2,PSU_RECODED_OTHER,Grade 4,*,1,Walking,5,House keeping / Family business,_missing_, , , , , , ,7, 
71,1-2,2,PSU_RECODED_148,Grade 4,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,7,2018
71,1-2,2,PSU_RECODED_148,Grade 10,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,6,2016
71,1-2,4,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,12,11,1,3,10, , , 
71,1-2,4,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,School too far away,_missing_,9,8,1,3,10, , , 
71,1-2,4,PSU_RECODED_OTHER,Grade 4,*,1,Walking,5,School too far away,_missing_,1,19,1,3,10, , , 
71,1-2,4,PSU_RECODED_342,Grade 6,*,1,Walking,3,School too far away,_missing_,13,12,0,1,10, , , 
71,1-2,4,PSU_RECODED_342,Grade 6,*,1,Walking,4,School too far away,_missing_,2,1,0,1,10, , , 
71,1-2,5,PSU_RECODED_476,Grade 6,*,1,Walking,3,School too far away,_missing_,3,2,0,6,3, , , 
71,1-2,5,PSU_RECODED_476,Grade 6,*,1,Walking,4,School too far away,_missing_,1,19,0,6,3, , , 
71,1-2,4,PSU_RECODED_63,Grade 5,*,1,Walking,3,School too far away,_missing_,6,5,3,3,10, , , 
71,1-2,4,PSU_RECODED_63,Grade 9,*,1,Walking,4,School too far away,_missing_,8,7,1,2,5, , , 
71,1-2,6,PSU_RECODED_OTHER,Grade 3,*,1,Walking,3,School too far away,_missing_,9,8,0,2,10, , , 
71,1-2,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,School too far away,_missing_,4,3,6,3,20, , , 
71,1-2,5,PSU_RECODED_OTHER,Grade 1,*,1,Walking,4,School too far away,_missing_,10,9,0,1,2, , , 
71,1-2,5,PSU_RECODED_OTHER,Grade 9,*,1,Walking,4,School too far away,_missing_,12,11,10,6,25, , , 
71,1-2,7,PSU_RECODED_OTHER,Grade 8,*,1,Walking,5,School too far away,_missing_,13,12,13,6,40, , , 
71,1-2,6,PSU_RECODED_769,Grade 2,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2018
71,1-2,6,PSU_RECODED_769,Grade 6,*,1,Walking,3,School too far away,_missing_,3,2,1,3,10, , , 
71,1-2,7,PSU_RECODED_736,Grade 9,*,1,Walking,5,School too far away,_missing_,1,19,3,2,10, , , 
71,1-2,6,PSU_RECODED_OTHER,Grade 3,*,1,Walking,5,School too far away,_missing_,3,2,2,6,15, , , 
71,1-2,8,PSU_RECODED_215,Grade 4,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,6,2016
71,1-2,7,PSU_RECODED_435,Grade 3,*,1,Walking,3,School too far away,_missing_,9,8,1,1,20, , , 
71,1-2,9,PSU_RECODED_891,Grade 3,*,1,Walking,3,School too far away,_missing_,9,8,18,6,50, , , 
71,1-2,9,PSU_RECODED_891,Grade 3,*,1,Walking,4,School too far away,_missing_,6,5,18,6,50, , , 
71,1-2,9,PSU_RECODED_891,Grade 3,*,1,Walking,5,School too far away,_missing_,1,19,0,1,5, , , 
71,1-2,8,PSU_RECODED_OTHER,Grade 10,*,1,Walking,3,School too far away,_missing_,13,12,42,5,90, , , 
71,1-2,8,PSU_RECODED_OTHER,Grade 10,*,1,Walking,4,School too far away,_missing_,9,8,3,2,20, , , 
71,1-2,8,PSU_RECODED_OTHER,Grade 10,*,1,Walking,5,School too far away,_missing_,4,3,3,3,20, , , 
71,1-2,9,PSU_RECODED_318,Grade 4,*,1,Walking,4,School too far away,_missing_,9,8,4,6,20, , , 
71,1-2,9,PSU_RECODED_318,Grade 4,*,1,Walking,5,School too far away,_missing_,6,5,4,6,20, , , 
71,1-2,9,PSU_RECODED_318,Grade 4,*,1,Walking,6,School too far away,_missing_,2,1,3,3,15, , , 
71,1-2,8,PSU_RECODED_OTHER,Grade 3,*,1,Walking,3,School too far away,_missing_,13,12,2,5,15, , , 
71,1-2,9,PSU_RECODED_670,Grade 1,*,1,Walking,2,School too far away,_missing_,12,11,9,6,15, , , 
71,1-2,9,PSU_RECODED_670,Grade 1,*,1,Walking,3,School too far away,_missing_,10,9,0,1,3, , , 
71,1-2,9,PSU_RECODED_670,Grade 5,*,1,Walking,2,School too far away,_missing_,13,12,55,5,90, , , 
71,1-2,9,PSU_RECODED_670,Grade 5,*,1,Walking,3,School too far away,_missing_,9,8,6,5,15, , , 
71,1-2,9,PSU_RECODED_670,Grade 5,*,1,Walking,4,School too far away,_missing_,4,3,7,5,15, , , 
71,1-2,9,PSU_RECODED_670,Grade 9,*,1,Walking,2,School too far away,_missing_,8,7,1,6,5, , , 
71,1-2,10,PSU_RECODED_285,Grade 3,*,1,Walking,4,School too far away,_missing_,3,2,0,5,2, , , 
71,1-2,10,PSU_RECODED_285,Grade 3,*,1,Walking,5,School too far away,_missing_,2,1,0,5,2, , , 
71,1-2,10,PSU_RECODED_285,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,7,2019
71,1-2,10,PSU_RECODED_285,Grade 8,*,1,Walking,5,School too far away,_missing_,9,8,11,5,60, , , 
71,1-2,9,PSU_RECODED_305,Grade 8,*,1,Walking,2,School too far away,_missing_,11,10,1,2,10, , , 
71,1-2,9,PSU_RECODED_305,Grade 8,*,1,Walking,3,School too far away,_missing_,7,6,1,2,10, , , 
71,1-2,11,PSU_RECODED_OTHER,Grade 3,*,1,Walking,5,School too far away,_missing_,11,11,0,1,10, , , 
71,1-2,11,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,School too far away,_missing_,10,9,0,1,10, , , 
71,1-2,10,PSU_RECODED_477,Grade 5,*,1,Walking,3,School too far away,_missing_,5,4,1,3,5, , , 
71,1-2,10,PSU_RECODED_477,Grade 5,*,1,Walking,4,Financial problems,_missing_, , , , , ,7, , 
71,1-2,12,PSU_RECODED_OTHER,Grade 1,*,1,Walking,3,School too far away,_missing_,11,10,7,6,20, , , 
71,1-2,12,PSU_RECODED_144,Grade 5,*,1,Walking,2,School too far away,_missing_,9,8,1,2,15, , , 
71,1-2,12,PSU_RECODED_144,Grade 9,*,1,Walking,3,School too far away,_missing_,7,6,1,3,20, , , 
71,1-2,12,PSU_RECODED_144,Grade 9,*,1,Walking,4,School too far away,_missing_,3,2,1,3,20, , , 
71,1-2,11,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,4,3,2,3,10, , , 
71,1-2,12,PSU_RECODED_19,Grade 1,*,1,Walking,3,School too far away,_missing_,7,6,1,3,5, , , 
71,1-2,12,PSU_RECODED_19,Grade 1,*,1,Walking,4,School too far away,_missing_,3,2,1,3,5, , , 
71,1-2,12,PSU_RECODED_19,Grade 10,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,7,2019
71,1-2,12,PSU_RECODED_19,Grade 10,*,1,Walking,4,School too far away,_missing_,3,2,5,3,20, , , 
71,1-2,1,PSU_RECODED_18,Grade 9,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,8,2018
71,1-2,1,PSU_RECODED_18,Grade 9,*,1,Walking,4,School too far away,_missing_,7,6,0,1,5, , , 
71,1-2,1,PSU_RECODED_18,Grade 9,*,1,Walking,5,School too far away,_missing_,3,2,0,1,5, , , 
71,1-2,1,PSU_RECODED_769,Grade 4,*,1,Walking,5,School too far away,_missing_,1,19,2,2,5, , , 
71,1-2,1,PSU_RECODED_769,Grade 8,*,1,Walking,5,School too far away,_missing_,6,5,4,5,15, , , 
71,1-2,2,PSU_RECODED_590,Grade 3,*,1,Walking,2,School too far away,_missing_,4,3,2,3,10, , , 
71,1-2,2,PSU_RECODED_590,Grade 3,*,1,Walking,3,School too far away,_missing_,1,19,2,3,10, , , 
71,1-2,2,PSU_RECODED_590,Grade 7,*,1,Walking,3,School too far away,_missing_,11,10,3,3,15, , , 
71,1-2,2,PSU_RECODED_590,Grade 7,*,1,Walking,4,School too far away,_missing_,10,9,3,2,15, , , 
71,1-2,2,PSU_RECODED_590,Grade 7,*,1,Walking,5,School too far away,_missing_,5,4,3,3,15, , , 
71,1-2,2,PSU_RECODED_590,Grade 7,*,1,Walking,6,School too far away,_missing_,2,1,3,3,15, , , 
71,1-2,3,PSU_RECODED_371,Grade 1,*,1,Walking,4,School too far away,_missing_,12,11,3,2,10, , , 
71,1-2,3,PSU_RECODED_371,Grade 1,*,1,Walking,5,School too far away,_missing_,7,6,3,2,10, , , 
71,1-2,3,PSU_RECODED_371,Grade 5,*,1,Walking,4,School too far away,_missing_,11,10,4,2,15, , , 
71,1-2,3,PSU_RECODED_371,Grade 10,*,1,Walking,4,School too far away,_missing_,3,2,3,2,10, , , 
71,1-2,3,PSU_RECODED_OTHER,Grade 5,*,1,Walking,6,School too far away,_missing_,1,19,1,2,30, , , 
71,1-2,3,PSU_RECODED_OTHER,Grade 10,*,1,Walking,5,School too far away,_missing_,8,7,1,2,20, , , 
71,1-2,3,PSU_RECODED_OTHER,Grade 10,*,1,Walking,6,School too far away,_missing_,4,3,1,3,20, , , 
71,1-2,3,PSU_RECODED_OTHER,Grade 10,*,1,Walking,7,School too far away,_missing_,2,1,1,3,20, , , 
71,1-2,4,PSU_RECODED_194,Grade 4,*,1,Walking,4,School too far away,_missing_,8,7,7,5,60, , , 
71,1-2,4,PSU_RECODED_194,Grade 9,*,1,Walking,2,House keeping / Family business,_missing_, , , , , , ,2,2018
71,1-2,4,PSU_RECODED_194,Grade 9,*,1,Walking,3,School too far away,_missing_,11,10,7,6,30, , , 
71,1-2,4,PSU_RECODED_194,Grade 9,*,1,Walking,4,School too far away,_missing_,10,9,7,6,30, , , 
71,1-2,4,PSU_RECODED_502,Grade 3,*,1,Walking,2,School too far away,_missing_,2,1,1,2,5, , , 
71,1-2,5,PSU_RECODED_113,Grade 1,*,1,Walking,3,School too far away,_missing_,9,8,12,5,40, , , 
71,1-2,5,PSU_RECODED_113,Grade 1,*,1,Walking,4,School too far away,_missing_,5,4,0,3,8, , , 
71,1-2,5,PSU_RECODED_113,Grade 1,*,1,Walking,5,School too far away,_missing_,3,2,0,3,8, , , 
71,1-2,5,PSU_RECODED_113,Grade 5,*,1,Walking,3,School too far away,_missing_,5,4,20,5,20, , , 
71,1-2,5,PSU_RECODED_113,Grade 5,*,1,Walking,4,School too far away,_missing_,1,19,20,5,20, , , 
71,1-2,5,PSU_RECODED_113,Grade 9,*,1,Walking,5,School too far away,_missing_,6,5,15,5,20, , , 
71,1-2,5,PSU_RECODED_113,Grade 9,*,1,Walking,6,School too far away,_missing_,4,3,15,5,20, , , 
71,1-2,5,PSU_RECODED_OTHER,Grade 10,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,8,2018
71,1,6,PSU_RECODED_OTHER,Grade 1,*,1,Walking,4,School too far away,_missing_,3,2,7,3,20, , , 
71,1,6,PSU_RECODED_OTHER,Grade 6,*,1,Walking,3,School too far away,_missing_,2,1,2,2,10, , , 
71,1-2,7,PSU_RECODED_OTHER,Grade 8,*,1,Walking,3,School too far away,_missing_,10,9,0,2,10, , , 
71,1-2,8,PSU_RECODED_831,Grade 2,*,1,Walking,3,School too far away,_missing_,10,9,0,3,2, , , 
71,1-2,8,PSU_RECODED_831,Grade 2,*,1,Walking,4,School too far away,_missing_,6,5,0,3,2, , , 
71,1-2,8,PSU_RECODED_831,Grade 7,*,1,Walking,2,School too far away,_missing_,13,12,1,3,5, , , 
71,1-2,8,PSU_RECODED_831,Grade 7,*,1,Walking,3,School too far away,_missing_,5,4,1,3,5, , , 
71,1-2,8,PSU_RECODED_OTHER,Grade 1,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,6,2016
71,1-2,8,PSU_RECODED_OTHER,Grade 9,*,1,Walking,3,School too far away,_missing_,10,9,20,5,45, , , 
71,1-2,9,PSU_RECODED_897,Grade 7,*,1,Walking,4,School too far away,_missing_,1,19,10,3,20, , , 
71,1-2,10,PSU_RECODED_264,Grade 5,*,1,Walking,3,School too far away,_missing_,13,12,2,1,10, , , 
71,1-2,10,PSU_RECODED_264,Grade 5,*,1,Walking,4,School too far away,_missing_,7,6,2,1,10, , , 
71,1-2,1,PSU_RECODED_55,Grade 1,*,1,Walking,3,School too far away,_missing_,8,6,2,3,5, , , 
71,1-2,1,PSU_RECODED_55,Grade 1,*,1,Walking,4,School too far away,_missing_,3,2,2,3,5, , , 
71,1-2,1,PSU_RECODED_55,Grade 9,*,1,Walking,3,School too far away,_missing_,12,11,2,2,10, , , 
71,1-2,1,PSU_RECODED_55,Grade 9,*,1,Walking,4,School too far away,_missing_,9,8,2,2,10, , , 
71,1-2,1,PSU_RECODED_OTHER,Grade 2,*,1,Walking,4,School too far away,_missing_,9,8,1,2,10, , , 
71,1-2,11,PSU_RECODED_OTHER,Grade 9,*,1,Walking,2,Financial problems,_missing_, , , , , ,7, , 
71,1-2,2,PSU_RECODED_800,Grade 4,*,1,Walking,2,School too far away,_missing_,2,1,0,3,5, , , 
71,1-2,2,PSU_RECODED_800,Grade 4,*,1,Walking,5,School too far away,_missing_,3,2,0,3,5, , , 
71,1-2,12,PSU_RECODED_OTHER,Grade 3,*,1,Walking,4,School too far away,_missing_,11,10,2,6,20, , , 
71,1-2,2,PSU_RECODED_458,Grade 2,*,1,Walking,3,School too far away,_missing_,4,3,1,1,30, , , 
71,1-2,2,PSU_RECODED_458,Grade 2,*,1,Walking,4,School too far away,_missing_,2,1,1,1,30, , , 
71,1-2,2,PSU_RECODED_458,Grade 6,*,1,Walking,3,School too far away,_missing_,7,6,1,2,20, , , 
71,1-2,2,PSU_RECODED_458,Grade 6,*,1,Walking,4,School too far away,_missing_,4,3,1,2,20, , , 
71,1-2,2,PSU_RECODED_458,Grade 6,*,1,Walking,5,School too far away,_missing_,2,1,1,3,10, , , 
71,1-2,2,PSU_RECODED_458,Grade 10,*,1,Walking,5,School too far away,_missing_,7,6,8,2,30, , , 
71,1-2,2,PSU_RECODED_458,Grade 10,*,1,Walking,6,School too far away,_missing_,3,2,8,5,30, , , 
71,1-2,3,PSU_RECODED_878,Grade 4,*,1,Walking,4,School too far away,_missing_,8,7,24,6,45, , , 
71,1-2,3,PSU_RECODED_878,Grade 9,*,1,Walking,3,School too far away,_missing_,11,10,23,6,45, , , 
71,1-2,3,PSU_RECODED_OTHER,Grade 3,*,1,Walking,2,School too far away,_missing_,1,19,4,2,20, , , 
71,1-2,3,PSU_RECODED_OTHER,Grade 8,*,1,Walking,3,School too far away,_missing_,13,12,4,2,30, , , 
71,1-2,3,PSU_RECODED_OTHER,Grade 8,*,1,Walking,4,School too far away,_missing_,8,7,4,2,30, , , 
71,1-2,4,PSU_RECODED_380,Grade 10,*,1,Walking,5,School too far away,_missing_,9,8,0,1,10, , , 
71,1-2,5,PSU_RECODED_OTHER,Grade 4,*,1,Walking,3,School too far away,_missing_,9,8,18,6,30, , , 
71,1-2,5,PSU_RECODED_OTHER,Grade 4,*,1,Walking,4,School too far away,_missing_,3,2,18,6,30, , , 
71,1-2,5,PSU_RECODED_OTHER,Grade 9,*,1,Walking,3,School too far away,_missing_,3,2,7,5,45, , , 
71,1-2,5,PSU_RECODED_55,Grade 8,*,1,Walking,3,School too far away,_missing_,7,6,1,5,10, , , 
71,1-2,5,PSU_RECODED_55,Grade 8,*,1,Walking,4,School too far away,_missing_,3,2,1,5,10, , , 
71,1-2,6,PSU_RECODED_476,Grade 3,*,1,Walking,3,School too far away,_missing_,10,9,15,5,60, , , 
71,1-2,6,PSU_RECODED_476,Grade 3,*,1,Walking,4,School too far away,_missing_,4,3,15,5,60, , , 
71,1-2,6,PSU_RECODED_476,Grade 7,*,1,Walking,3,School too far away,_missing_,1,19,0,3,5, , , 
71,1-2,6,PSU_RECODED_800,Grade 5,*,1,Walking,4,School too far away,_missing_,11,10,40,5,60, , , 
71,1-2,7,PSU_RECODED_OTHER,Grade 5,*,1,Walking,3,School too far away,_missing_,13,12,10,6,15, , , 
71,1-2,7,PSU_RECODED_391,Grade 4,*,1,Walking,2,School too far away,_missing_,5,4,0,1,15, , , 
71,1-2,8,PSU_RECODED_349,Grade 10,*,1,Walking,3,School too far away,_missing_,2,1,0,1,5, , , 
71,1-2,9,PSU_RECODED_8,Grade 5,*,1,Walking,3,School too far away,_missing_,11,11,1,6,10, , , 
71,1-2,9,PSU_RECODED_833,Grade 1,*,1,Walking,4,School too far away,_missing_,10,9,0,1,5, , , 
71,1-2,9,PSU_RECODED_833,Grade 1,*,1,Walking,5,School too far away,_missing_,6,5,0,1,5, , , 
71,1-2,9,PSU_RECODED_833,Grade 5,*,1,Walking,3,School too far away,_missing_,8,7,0,1,5, , , 
71,1-2,9,PSU_RECODED_833,Grade 5,*,1,Walking,4,School too far away,_missing_,3,2,0,1,5, , , 
71,1-2,9,PSU_RECODED_833,Grade 9,*,1,Walking,4,School too far away,_missing_,11,10,5,3,10, , , 
71,1-2,10,PSU_RECODED_OTHER,Grade 8,*,1,Walking,3,School too far away,_missing_,5,4,4,3,10, , , 
71,1-2,11,PSU_RECODED_759,Grade 3,*,1,Walking,3,School too far away,_missing_,13,12,1,2,10, , , 
71,1-2,11,PSU_RECODED_759,Grade 3,*,1,Walking,4,School too far away,_missing_,3,2,1,3,5, , , 
72,1-2,1,PSU_RECODED_OTHER,Grade 10,*,1,Walking,3,School too far away,_missing_,13,12,2,6,30, , , 
72,1-2,1,PSU_RECODED_OTHER,Grade 10,*,1,Walking,4,School too far away,_missing_,6,5,2,6,30, , , 
72,1-2,2,PSU_RECODED_443,Grade 4,*,1,Walking,3,School too far away,_missing_,9,8,0,1,15, , , 
72,1-2,2,PSU_RECODED_443,Grade 8,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,8,2016
72,1-2,1,PSU_RECODED_767,Grade 2,*,1,Walking,4,School too far away,_missing_,5,4,3,3,10, , , 
72,1-2,3,PSU_RECODED_OTHER,Grade 3,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,7, 
72,1-2,3,PSU_RECODED_OTHER,Grade 3,*,1,Walking,4,School too far away,_missing_,6,5,2,5,20, , , 
72,1-2,3,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,School too far away,_missing_,9,8,2,5,15, , , 
72,1-2,1,PSU_RECODED_54,Grade 1,*,1,Walking,6,School too far away,_missing_,11,10,5,1,10, , , 
72,1-2,1,PSU_RECODED_54,Grade 9,*,1,Walking,3,School too far away,_missing_,5,4,4,3,15, , , 
72,1-2,1,PSU_RECODED_54,Grade 9,*,1,Walking,4,School too far away,_missing_,2,1,4,3,15, , , 
72,1-2,3,PSU_RECODED_OTHER,Grade 5,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2018
72,1-2,5,PSU_RECODED_239,Grade 5,*,1,Walking,4,School too far away,_missing_,6,5,0,1,5, , , 
72,1-2,4,PSU_RECODED_229,Grade 5,*,1,Walking,3,School too far away,_missing_,4,3,1,1,10, , , 
72,1-2,4,PSU_RECODED_229,Grade 9,*,1,Walking,3,School too far away,_missing_,6,5,5,5,20, , , 
72,1-2,5,PSU_RECODED_579,Grade 3,*,1,Walking,3,School too far away,_missing_,12,11,4,6,40, , , 
72,1-2,5,PSU_RECODED_579,Grade 3,*,1,Walking,4,School too far away,_missing_,6,5,0,1,10, , , 
72,1-2,5,PSU_RECODED_579,Grade 10,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,9,2018
72,1-2,5,PSU_RECODED_579,Grade 10,*,1,Walking,4,School too far away,_missing_,11,10,7,9,10, , , 
72,1-2,4,PSU_RECODED_51,Grade 4,*,1,Walking,3,School too far away,_missing_,6,5,0,1,5, , , 
72,1-2,4,PSU_RECODED_51,Grade 4,*,1,Walking,4,School too far away,_missing_,4,3,0,1,5, , , 
72,1-2,4,PSU_RECODED_51,Grade 4,*,1,Walking,5,Financial problems,_missing_, , , , , ,7, , 
72,1-2,6,PSU_RECODED_OTHER,Grade 5,*,1,Walking,3,School too far away,_missing_,12,11,5,2,25, , , 
72,1-2,7,PSU_RECODED_604,Grade 7,*,1,Walking,4,School too far away,_missing_,12,11,3,2,10, , , 
72,1-2,8,PSU_RECODED_264,Grade 9,*,1,Walking,3,School too far away,_missing_,7,6,5,6,40, , , 
72,1-2,8,PSU_RECODED_264,Grade 9,*,1,Walking,4,School too far away,_missing_,5,4,2,6,40, , , 
72,1-2,6,PSU_RECODED_418,Grade 4,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,8,2018
72,1-2,6,PSU_RECODED_418,Grade 4,*,1,Walking,7,School too far away,_missing_,1,19,0,1,5, , , 
72,1-2,6,PSU_RECODED_418,Grade 9,*,1,Walking,3,School too far away,_missing_,5,4,10,6,45, , , 
72,1-2,8,PSU_RECODED_803,Grade 4,*,1,Walking,3,School too far away,_missing_,10,9,3,1,3, , , 
72,1-2,8,PSU_RECODED_803,Grade 4,*,1,Walking,4,School too far away,_missing_,6,5,3,1,3, , , 
72,1-2,8,PSU_RECODED_803,Grade 4,*,1,Walking,5,School too far away,_missing_,1,19,3,1,3, , , 
72,1-2,7,PSU_RECODED_96,Grade 7,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,8,2018
72,1-2,9,PSU_RECODED_88,Grade 2,*,1,Walking,4,School too far away,_missing_,13,12,0,1,10, , , 
72,1-2,9,PSU_RECODED_88,Grade 2,*,1,Walking,5,School too far away,_missing_,4,3,0,1,10, , , 
72,1-2,9,PSU_RECODED_88,Grade 10,*,1,Walking,3,School too far away,_missing_,5,4,0,1,15, , , 
72,1-2,9,PSU_RECODED_88,Grade 10,*,1,Walking,4,School too far away,_missing_,1,19,0,1,15, , , 
72,1-2,10,PSU_RECODED_78,Grade 5,*,1,Walking,3,School too far away,_missing_,12,11,3,2,25, , , 
72,1-2,10,PSU_RECODED_78,Grade 5,*,1,Walking,4,School too far away,_missing_,7,6,3,2,25, , , 
72,1-2,10,PSU_RECODED_78,Grade 5,*,1,Walking,5,School too far away,_missing_,3,2,12,5,40, , , 
72,1-2,10,PSU_RECODED_78,Grade 9,*,1,Walking,3,School too far away,_missing_,4,3,1,3,10, , , 
72,1-2,10,PSU_RECODED_78,Grade 9,*,1,Walking,4,Financial problems,_missing_, , , , , ,7, , 
72,1-2,9,PSU_RECODED_288,Grade 3,*,1,Walking,4,School too far away,_missing_,10,9,2,3,10, , , 
72,1-2,9,PSU_RECODED_288,Grade 3,*,1,Walking,5,School too far away,_missing_,6,5,2,3,20, , , 
72,1-2,10,PSU_RECODED_OTHER,Grade 5,*,1,Walking,5,Financial problems,_missing_, , , , , ,7, , 
72,1-2,9,PSU_RECODED_OTHER,Grade 7,*,1,Walking,3,House keeping / Family business,_missing_, , , , , , ,6,2016
72,1-2,11,PSU_RECODED_OTHER,Grade 4,*,1,Walking,5,School too far away,_missing_,5,4,1,3,10, , , 
72,1-2,11,PSU_RECODED_OTHER,Grade 4,*,1,Walking,6,Financial problems,_missing_, , , , , ,7, , 
72,1-2,11,PSU_RECODED_OTHER,Grade 8,*,1,Walking,4,School too far away,_missing_,1,19,1,3,10, , , 
72,1-2,12,PSU_RECODED_OTHER,Grade 1,*,1,Walking,3,School too far away,_missing_,8,7,5,2,10, , , 
72,1-2,12,PSU_RECODED_OTHER,Grade 1,*,1,Walking,4,School too far away,_missing_,3,2,1,2,7, , , 
72,1-2,12,PSU_RECODED_OTHER,Grade 8,*,1,Walking,4,School too far away,_missing_,12,11,3,3,10, , , 
72,1-2,12,PSU_RECODED_OTHER,Grade 8,*,1,Walking,5,School too far away,_missing_,8,7,2,3,5, , , 
72,1-2,12,PSU_RECODED_500,Grade 2,*,1,Walking,3,School too far away,_missing_,4,3,2,2,20, , , 
72,1-2,12,PSU_RECODED_500,Grade 6,*,1,Walking,3,School too far away,_missing_,8,7,4,6,20, , , 
72,1-2,12,PSU_RECODED_500,Grade 10,*,1,Walking,2,School too far away,_missing_,10,9,5,6,10, , , 
72,1-2,11,PSU_RECODED_165,Grade 9,*,1,Walking,5,School too far away,_missing_,1,19,0,1,10, , , 
72,1-2,12,PSU_RECODED_182,Grade 4,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,6,2017
72,1-2,12,PSU_RECODED_182,Grade 4,*,1,Walking,5,School too far away,_missing_,9,8,6,6,30, , , 
72,1-2,12,PSU_RECODED_182,Grade 4,*,1,Walking,6,School too far away,_missing_,4,3,1,2,15, , , 
72,1-2,12,PSU_RECODED_182,Grade 4,*,1,Walking,7,School too far away,_missing_,4,3,1,2,15, , , 
72,1-2,3,PSU_RECODED_469,Grade 3,*,1,Walking,4,House keeping / Family business,_missing_, , , , , , ,7, 
72,1-2,3,PSU_RECODED_469,Grade 3,*,1,Walking,5,School too far away,_missing_,6,5,1,5,15, , , 
